State,GA,Policy (bill) identifier,Introduced date,Effective date,Passed introduced chamber date,Passed second chamber date,Dead date,Enacted (Y/N),Enacted Date,Matched keywords
Iowa,83,HF592,03/06/2009,,,,,,,"Immigration, Citizenship, Alien"
Iowa,83,HF591,03/06/2009,,,,,,,Visa
Iowa,83,HF553,03/04/2009,,,,,,,"Immigration, Alien"
Iowa,83,HF532,03/04/2009,,,,,,,Visa
Iowa,83,HF687,03/11/2009,,03/24/2009,04/01/2009,03/24/2009,Y,04/09/2009,Visa
Iowa,83,HF685,03/11/2009,,,,,,,Foreign
Iowa,83,HF626,03/10/2009,,,,,,,Foreign
Iowa,83,HF800,03/18/2009,,,,,,,Foreign
Iowa,83,HF780,03/18/2009,,,,,,,Foreign
Iowa,83,HF779,03/18/2009,,,,04/02/2009,,,Border
Iowa,83,HF774,03/18/2009,,,,04/02/2009,,,Foreign
Iowa,83,HF761,03/17/2009,,,,,,,Visa
Iowa,83,HF756,03/17/2009,,04/22/2009,04/21/2009,,Y,05/22/2009,Border
Iowa,83,HF734,03/16/2009,,03/11/2010,03/08/2010,,Y,03/22/2010,Foreign
Iowa,83,HF733,03/16/2009,,,,03/23/2009,,,"Visa, Border, Foreign"
Iowa,83,HF732,03/16/2009,,,,,,,"Visa, Foreign"
Iowa,83,HF724,03/13/2009,,,,03/23/2009,,,Foreign
Iowa,83,HF723,03/13/2009,,03/18/2009,04/06/2009,,Y,05/22/2009,Foreign
Iowa,83,HF722,03/13/2009,,03/23/2009,04/15/2009,03/23/2009,Y,05/22/2009,Alien
Iowa,83,HF713,03/12/2009,,03/18/2009,,,,,"Immigration, Citizenship, Visa, Foreign"
Iowa,83,HF829,04/23/2009,,,,,,,Border
Iowa,83,HF822,04/09/2009,,04/25/2009,04/25/2009,04/26/2009,Y,05/26/2009,Migrant
Iowa,83,HF809,04/01/2009,,04/23/2009,04/23/2009,04/26/2009,Y,05/26/2009,Foreign
Iowa,83,SF89,02/03/2009,,,,,,,Foreign
Iowa,83,SF171,02/17/2009,,,,,,,Foreign
Iowa,83,SF144,02/11/2009,,,,,,,Visa
Iowa,83,SF138,02/11/2009,,,,,,,Visa
Iowa,83,SF282,03/02/2009,,,,,,,Foreign
Iowa,83,SF270,02/26/2009,,03/09/2009,03/10/2009,,Y,03/16/2009,Foreign
Iowa,83,SF221,02/24/2009,,,,,,,Foreign
Iowa,83,SF388,03/10/2009,,,,,,,"Citizenship, Alien"
Iowa,83,SF380,03/09/2009,,04/07/2009,03/30/2009,,Y,04/24/2009,Foreign
Iowa,83,SF376,03/09/2009,,04/25/2009,04/24/2009,04/26/2009,Y,05/14/2009,Visa
Iowa,83,SF358,03/09/2009,,03/17/2009,03/08/2010,,Y,03/19/2010,Foreign
Iowa,83,SF356,03/09/2009,,04/08/2009,04/02/2009,,Y,05/22/2009,Foreign
Iowa,83,SF355,03/09/2009,,03/17/2009,04/02/2009,,Y,04/15/2009,Foreign
Iowa,83,SF353,03/05/2009,,,,,,,Foreign
Iowa,83,SF349,03/05/2009,,,,,,,Foreign
Iowa,83,SF340,03/05/2009,,04/23/2009,04/24/2009,,Y,05/21/2009,"Immigration, Alien, Foreign"
Iowa,83,SF339,03/05/2009,,04/07/2009,03/31/2009,,Y,04/20/2009,Visa
Iowa,83,SF313,03/04/2009,,,,,,,Foreign
Iowa,83,SF311,03/03/2009,,03/19/2009,03/23/2009,,Y,04/02/2009,Foreign
Iowa,83,SF475,04/08/2009,,04/21/2009,04/22/2009,04/25/2009,Y,05/26/2009,Foreign
Iowa,83,SF469,04/01/2009,,04/13/2009,04/08/2009,04/26/2009,Y,05/26/2009,"Immigration, Alien"
Iowa,83,SF449,03/17/2009,,03/19/2009,03/31/2009,,Y,05/22/2009,Foreign
Iowa,83,SF446,03/17/2009,,03/19/2009,03/23/2009,,Y,04/03/2009,"Visa, Border, Foreign"
Iowa,83,SF444,03/16/2009,,,,03/08/2010,,,Foreign
Iowa,83,SF427,03/16/2009,,,,,,,Migrant
Iowa,83,HSB82,,,,,,,,Citizenship
Iowa,83,HSB55,,,,,,,,Foreign
Iowa,83,HSB41,,,,,,,,"Visa, Foreign"
Iowa,83,HSB26,,,,,,,,Visa
Iowa,83,HSB22,,,,,,,,"Visa, Foreign"
Iowa,83,HSB185,,,,,,,,Foreign
Iowa,83,HSB171,,,,,,,,Citizenship
Iowa,83,HSB167,,,,,,,,"Immigration, Alien, Foreign"
Iowa,83,HSB163,,,,,,,,Border
Iowa,83,HSB152,,,,,,,,Foreign
Iowa,83,HSB151,,,,,,,,"Visa, Foreign"
Iowa,83,HSB137,,,,,,,,Foreign
Iowa,83,HSB136,,,,,,,,"Citizenship, Alien"
Iowa,83,HSB125,,,,,,,,"Citizenship, Alien"
Iowa,83,HSB115,,,,,,,,Foreign
Iowa,83,HSB110,,,,,,,,Visa
Iowa,83,HSB270,,,,,,,,Foreign
Iowa,83,HSB264,,,,,,,,Visa
Iowa,83,HSB263,,,,,,,,Foreign
Iowa,83,HSB261,,,,,,,,Foreign
Iowa,83,HSB240,,,,,,,,"Visa, Border, Foreign"
Iowa,83,HSB239,,,,,,,,Visa
Iowa,83,HSB234,,,,,,,,Foreign
Iowa,83,HSB232,,,,,,,,Citizenship
Iowa,83,HSB225,,,,,,,,Foreign
Iowa,83,HSB224,,,,,,,,Foreign
Iowa,83,HSB220,,,,,,,,"Immigration, Citizenship, Visa, Foreign"
Iowa,83,HSB204,,,,,,,,Foreign
Iowa,83,HSB586,,,,,,,,Citizenship
Iowa,83,HSB581,,,,,,,,Migrant
Iowa,83,HSB580,,,,,,,,"Alien, Visa"
Iowa,83,HSB571,,,,,,,,Foreign
Iowa,83,HSB565,,,,,,,,"Alien, Foreign"
Iowa,83,HSB551,,,,,,,,Foreign
Iowa,83,HSB507,,,,,,,,Foreign
Iowa,83,HSB697,,,,,,,,Foreign
Iowa,83,HSB694,,,,,,,,Foreign
Iowa,83,HSB692,,,,,,,,Foreign
Iowa,83,HSB668,,,,,,,,Visa
Iowa,83,HSB651,,,,,,,,Foreign
Iowa,83,HSB630,,,,,,,,Foreign
Iowa,83,HSB624,,,,,,,,Visa
Iowa,83,HSB623,,,,,,,,Visa
Iowa,83,HSB622,,,,,,,,Alien
Iowa,83,HSB618,,,,,,,,Foreign
Iowa,83,HSB741,,,,,,,,Foreign
Iowa,83,HSB734,,,,,,,,"Immigration, Alien"
Iowa,83,HSB731,,,,,,,,Foreign
Iowa,83,HSB714,,,,,,,,Foreign
Iowa,83,HSB711,,,,,,,,Foreign
Iowa,83,HSB704,,,,,,,,Foreign
Iowa,84,HF95,01/24/2011,,01/27/2011,,,,,Foreign
Iowa,84,HF64,01/18/2011,,,,03/22/2011,,,Visa
Iowa,84,HF27,01/12/2011,,,,,,,"Immigration, Citizenship, Alien"
Iowa,84,HF24,01/12/2011,,,,,,,"Immigration, Citizenship"
Iowa,84,HF124,01/26/2011,,,,03/16/2011,,,Foreign
Iowa,84,HF121,01/26/2011,,,,,,,Border
Iowa,84,HF113,01/26/2011,,,,,,,Citizenship
Iowa,84,HF108,01/25/2011,,,,,,,Citizenship
Iowa,84,HF107,01/25/2011,,,,,,,Foreign
Iowa,84,HF104,01/25/2011,,,,,,,Border
Iowa,84,HF103,01/25/2011,,,,04/19/2011,,,Border
Iowa,84,HF264,02/11/2011,,,,,,,Foreign
Iowa,84,HF241,02/09/2011,,,,,,,Undocumented
Iowa,84,HF228,02/08/2011,,,,,,,Foreign
Iowa,84,HF220,02/08/2011,,,,,,,Citizenship
Iowa,84,HF378,02/23/2011,,,,,,,Border
Iowa,84,HF354,02/22/2011,,,,,,,"Immigration, Citizenship, Alien"
Iowa,84,HF489,03/02/2011,,,,,,,Foreign
Iowa,84,HF483,03/02/2011,,,,03/30/2011,,,Foreign
Iowa,84,HF482,03/02/2011,,,,04/06/2011,,,"Alien, Foreign"
Iowa,84,HF480,03/02/2011,,,,,,,Citizenship
Iowa,84,HF478,03/02/2011,,,,,,,Foreign
Iowa,84,HF473,03/02/2011,,03/23/2011,,,,,Foreign
Iowa,84,HF472,03/02/2011,,,,,,,Foreign
Iowa,84,HF456,03/01/2011,,,,04/19/2011,,,Border
Iowa,84,HF419,02/25/2011,,,,,,,Alien
Iowa,84,HF575,03/08/2011,,,,,,,"Alien, Foreign"
Iowa,84,HF566,03/07/2011,,,,03/22/2011,,,Foreign
Iowa,84,HF559,03/07/2011,,,,,,,Alien
Iowa,84,HF553,03/07/2011,,,,,,,Citizenship
Iowa,84,HF525,03/03/2011,,03/09/2011,,03/09/2011,,,Migrant
Iowa,84,HF697,06/06/2011,,06/08/2011,,06/08/2011,,,"Citizenship, Alien, Foreign"
Iowa,84,HF651,03/23/2011,,05/04/2011,05/12/2011,,Y,05/26/2011,Alien
Iowa,84,HF648,03/16/2011,,06/29/2011,06/29/2011,,Y,07/27/2011,Foreign
Iowa,84,HF645,03/09/2011,,06/29/2011,06/29/2011,05/12/2011,Y,07/27/2011,Border
Iowa,84,HF629,03/09/2011,,,,,,,"Immigration, Alien, Border, Foreign"
Iowa,84,HF603,03/09/2011,,03/22/2011,,03/22/2011,,,Visa
Iowa,84,SF2,01/10/2011,,,,,,,Foreign
Iowa,84,SF163,02/07/2011,,,,,,,Border
Iowa,84,SF158,02/07/2011,,,,,,,Foreign
Iowa,84,SF142,02/03/2011,,,,,,,Foreign
Iowa,84,SF125,02/01/2011,,,,,,,Foreign
Iowa,84,SF102,01/26/2011,,,,,,,"Immigration, Citizenship, Alien, Migrant, Visa"
Iowa,84,SF293,02/23/2011,,,,,,,Foreign
Iowa,84,SF276,02/22/2011,,,,,,,Foreign
Iowa,84,SF264,02/21/2011,,,,,,,Citizenship
Iowa,84,SF261,,,03/15/2011,,,,,Foreign
Iowa,84,SF235,02/16/2011,,,,,,,Alien
Iowa,84,SF208,02/14/2011,,,,,,,Foreign
Iowa,84,SF391,03/02/2011,,,,,,,Alien
Iowa,84,SF370,03/02/2011,,,,,,,Visa
Iowa,84,SF348,03/01/2011,,,,,,,Alien
Iowa,84,SF347,03/01/2011,,,,,,,Foreign
Iowa,84,SF343,02/28/2011,,,,,,,Citizenship
Iowa,84,SF313,02/28/2011,,04/27/2011,06/27/2011,04/25/2011,Y,07/26/2011,Visa
Iowa,84,SF467,03/07/2011,,,,,,,Visa
Iowa,84,SF458,03/07/2011,,,,,,,"Border, Foreign"
Iowa,84,SF455,03/07/2011,,,,,,,Foreign
Iowa,84,SF447,03/07/2011,,,,,,,Citizenship
Iowa,84,SF417,03/03/2011,,,,,,,Foreign
Iowa,84,SF410,03/03/2011,,03/10/2011,04/19/2011,03/10/2011,,,Border
Iowa,84,SF539,06/20/2011,,06/22/2011,,,,,Border
Iowa,84,SF538,06/20/2011,,06/22/2011,,,,,Foreign
Iowa,84,SF533,05/02/2011,,06/29/2011,06/29/2011,05/03/2011,Y,07/27/2011,Foreign
Iowa,84,SF517,03/28/2011,,06/24/2011,06/27/2011,04/20/2011,Y,07/27/2011,Alien
Iowa,84,SF510,03/21/2011,,06/24/2011,06/27/2011,06/21/2011,Y,07/29/2011,Foreign
Iowa,84,HSB91,,,,,,,,Foreign
Iowa,84,HSB80,,,,,,,,Foreign
Iowa,84,HSB79,,,,,,,,Foreign
Iowa,84,HSB16,,,,,,,,Citizenship
Iowa,84,HSB1,,,,,,,,Alien
Iowa,84,HSB193,,,,,,,,"Citizenship, Foreign"
Iowa,84,HSB191,,,,,,,,Alien
Iowa,84,HSB189,,,,,,,,"Immigration, Citizenship, Alien"
Iowa,84,HSB181,,,,,,,,Foreign
Iowa,84,HSB175,,,,,,,,Foreign
Iowa,84,HSB174,,,,,,,,Foreign
Iowa,84,HSB171,,,,,,,,"Immigration, Alien"
Iowa,84,HSB166,,,,,,,,Foreign
Iowa,84,HSB159,,,,,,,,Alien
Iowa,84,HSB141,,,,,,,,Foreign
Iowa,84,HSB130,,,,,,,,Foreign
Iowa,84,HSB128,,,,,,,,Alien
Iowa,84,HSB125,,,,,,,,"Alien, Foreign"
Iowa,84,HSB103,,,,,,,,Foreign
Iowa,84,HSB596,,,,,,,,"Immigration, Citizenship, Border, Foreign"
Iowa,84,HSB591,,,,,,,,Foreign
Iowa,84,HSB582,,,,,,,,Foreign
Iowa,84,HSB571,,,,,,,,Foreign
Iowa,84,HSB562,,,,,,,,Citizenship
Iowa,84,HSB559,,,,,,,,Foreign
Iowa,84,HSB556,,,,,,,,Alien
Iowa,84,HSB542,,,,,,,,Foreign
Iowa,84,HSB540,,,,,,,,Visa
Iowa,84,HSB534,,,,,,,,Alien
Iowa,84,HSB530,,,,,,,,Foreign
Iowa,84,HSB517,,,,,,,,Foreign
Iowa,84,HSB507,,,,,,,,Foreign
Iowa,84,HSB657,,,,,,,,Visa
Iowa,84,HSB653,,,,,,,,Foreign
Iowa,84,HSB646,,,,,,,,"Alien, Visa, Foreign"
Iowa,84,HSB638,,,,,,,,"Citizenship, Alien"
Iowa,84,HSB632,,,,,,,,Visa
Iowa,84,HSB630,,,,,,,,"Alien, Visa, Foreign"
Iowa,84,HSB625,,,,,,,,Foreign
Iowa,84,HSB624,,,,,,,,Citizenship
Iowa,84,HSB622,,,,,,,,Citizenship
Iowa,84,HSB621,,,,,,,,Foreign
Iowa,84,HSB608,,,,,,,,Foreign
Iowa,84,HSB606,,,,,,,,"Alien, Foreign"
Iowa,85,HF89,01/29/2013,,,,,,,Foreign
Iowa,85,HF76,01/28/2013,,,,,,,Foreign
Iowa,85,HF73,01/28/2013,,,,,,,"Immigration, Citizenship, Alien"
Iowa,85,HF67,01/24/2013,,,,,,,Foreign
Iowa,85,HF45,01/16/2013,,,,,,,Citizenship
Iowa,85,HF183,02/12/2013,,,,,,,Citizenship
Iowa,85,HF171,02/07/2013,,,,,,,Citizenship
Iowa,85,HF165,02/07/2013,,,,,,,Visa
Iowa,85,HF252,02/18/2013,,,,03/29/2013,,,Foreign
Iowa,85,HF219,02/14/2013,,03/11/2013,,03/11/2013,,,Visa
Iowa,85,HF368,02/28/2013,,,,,,,"Immigration, Alien"
Iowa,85,HF485,03/07/2013,,,,,,,Foreign
Iowa,85,HF460,03/06/2013,,,,02/25/2014,,,Border
Iowa,85,HF437,03/06/2013,,,,,,,Foreign
Iowa,85,HF423,03/05/2013,,,,,,,Citizenship
Iowa,85,HF415,03/04/2013,,,,04/01/2013,,,Visa
Iowa,85,HF584,03/13/2013,,,,04/17/2013,,,Migrant
Iowa,85,HF580,03/13/2013,,,,,,,Foreign
Iowa,85,HF525,03/12/2013,,,,,,,Foreign
Iowa,85,HF523,03/12/2013,,,,04/09/2013,,,Foreign
Iowa,85,SF85,01/29/2013,,,,,,,Foreign
Iowa,85,SF80,01/29/2013,,,,,,,Citizenship
Iowa,85,SF72,01/29/2013,,,,,,,Alien
Iowa,85,SF70,01/29/2013,,,,,,,Foreign
Iowa,85,SF166,02/11/2013,,,,,,,Visa
Iowa,85,SF138,02/05/2013,,,,,,,Visa
Iowa,85,SF136,02/05/2013,,,,,,,Visa
Iowa,85,SF134,02/05/2013,,,,,,,Immigration
Iowa,85,SF127,02/04/2013,,,,,,,Citizenship
Iowa,85,SF297,03/04/2013,,,,03/25/2013,,,Migrant
Iowa,85,SF283,02/28/2013,,,,,,,"Immigration, Citizenship, Foreign"
Iowa,85,SF257,02/26/2013,,,,,,,Foreign
Iowa,85,SF246,02/25/2013,,,,03/12/2013,,,Visa
Iowa,85,SF230,02/20/2013,,,,04/09/2013,,,Foreign
Iowa,85,SF399,03/11/2013,,,,,,,Immigration
Iowa,85,SF398,03/11/2013,,,,03/20/2013,,,Foreign
Iowa,85,SF382,03/11/2013,,,,,,,Foreign
Iowa,85,SF375,03/11/2013,,,,,,,Alien
Iowa,85,SF364,03/07/2013,,03/18/2013,,,,,Foreign
Iowa,85,SF348,03/06/2013,,03/13/2013,,,,,Foreign
Iowa,85,SF329,03/05/2013,,03/27/2013,,,,,Foreign
Iowa,85,SF326,03/05/2013,,,,,,,"Alien, Foreign"
Iowa,85,SF313,03/04/2013,,,,,,,Visa
Iowa,85,SF309,03/04/2013,,,,03/12/2013,,,"Migrant, Foreign"
Iowa,85,SF448,04/16/2013,,,,,,,Foreign
Iowa,85,SF443,04/11/2013,,,,,,,Foreign
Iowa,85,SF423,03/12/2013,,03/26/2013,,03/26/2013,,,Foreign
Iowa,85,SF420,03/12/2013,,,,,,,Foreign
Iowa,85,SF409,03/11/2013,,,,,,,Migrant
Iowa,85,HSB95,,,,,,,,Immigration
Iowa,85,HSB92,,,,,,,,Foreign
Iowa,85,HSB89,,,,,,,,Visa
Iowa,85,HSB83,,,,,,,,Foreign
Iowa,85,HSB69,,,,,,,,Foreign
Iowa,85,HSB66,,,,,,,,Foreign
Iowa,85,HSB31,,,,,,,,Foreign
Iowa,85,HSB23,,,,,,,,Foreign
Iowa,85,HSB193,,,,,,,,"Alien, Foreign"
Iowa,85,HSB161,,,,,,,,"Migrant, Foreign"
Iowa,85,HSB160,,,,,,,,Foreign
Iowa,85,HSB143,,,,,,,,Foreign
Iowa,85,HSB132,,,,,,,,Migrant
Iowa,85,HSB129,,,,,,,,Visa
Iowa,85,HSB120,,,,,,,,Foreign
Iowa,85,HSB113,,,,,,,,Foreign
Iowa,85,HSB106,,,,,,,,Foreign
Iowa,85,HSB233,,,,,,,,Foreign
Iowa,85,HSB208,,,,,,,,Foreign
Iowa,85,HSB500,,,,,,,,Foreign
Iowa,85,HSB597,,,,,,,,Foreign
Iowa,85,HSB577,,,,,,,,Foreign
Iowa,85,HSB536,,,,,,,,Foreign
Iowa,85,HSB535,,,,,,,,"Alien, Foreign"
Iowa,85,HSB688,,,,,,,,Foreign
Iowa,85,HSB683,,,,,,,,Alien
Iowa,85,HSB679,,,,,,,,"Visa, Border"
Iowa,85,HSB677,,,,,,,,Foreign
Iowa,85,HSB649,,,,,,,,Migrant
Iowa,85,HSB643,,,,,,,,"Alien, Foreign"
Iowa,85,HSB642,,,,,,,,Foreign
Iowa,85,HSB637,,,,,,,,Foreign
Iowa,85,HSB631,,,,,,,,"Visa, Foreign"
Iowa,85,HSB625,,,,,,,,Foreign
Iowa,85,HSB618,,,,,,,,Visa
Iowa,85,HSB610,,,,,,,,Foreign
Iowa,86,HF75,01/21/2015,,,,,,,Citizenship
Iowa,86,HF64,01/21/2015,,,,,,,Foreign
Iowa,86,HF57,01/21/2015,,,,,,,Border
Iowa,86,HF193,02/09/2015,,,,04/08/2015,,,Foreign
Iowa,86,HF175,02/09/2015,,,,,,,"Immigration, Citizenship"
Iowa,86,HF136,02/02/2015,,,,,,,Foreign
Iowa,86,HF135,02/02/2015,,,,,,,Foreign
Iowa,86,HF115,01/29/2015,,,,,,,Citizenship
Iowa,86,HF293,02/17/2015,,,,,,,Foreign
Iowa,86,HF246,02/12/2015,,,,03/24/2015,,,Foreign
Iowa,86,HF230,02/11/2015,,,,,,,Foreign
Iowa,86,HF380,02/24/2015,,,,,,,Visa
Iowa,86,HF356,02/20/2015,,,,,,,Foreign
Iowa,86,HF305,02/17/2015,,,,,,,"Immigration, Citizenship, Foreign"
Iowa,86,HF495,03/04/2015,,,,,,,Immigration
Iowa,86,HF454,03/02/2015,,,,04/21/2015,,,Foreign
Iowa,86,HF430,03/02/2015,,,,,,,Border
Iowa,86,HF590,03/09/2015,,,,,,,Border
Iowa,86,HF551,03/09/2015,,,,03/17/2015,,,Border
Iowa,86,HF542,03/09/2015,,,,05/20/2015,,,Foreign
Iowa,86,HF538,03/06/2015,,,,04/15/2015,,,Foreign
Iowa,86,HF527,03/05/2015,,03/10/2015,,,,,"Immigration, Citizenship, Alien"
Iowa,86,HF524,03/05/2015,,,,04/14/2015,,,Citizenship
Iowa,86,HF516,03/05/2015,,,,,,,Border
Iowa,86,SF37,01/15/2015,,,,,,,Border
Iowa,86,SF183,02/09/2015,,,,,,,Foreign
Iowa,86,SF179,02/09/2015,,03/17/2015,,,,,Foreign
Iowa,86,SF114,01/29/2015,,,,,,,Visa
Iowa,86,SF298,02/24/2015,,,,03/23/2015,,,"Citizenship, Alien, Visa, Foreign"
Iowa,86,SF273,02/19/2015,,03/09/2015,,,,,Foreign
Iowa,86,SF271,02/19/2015,,03/12/2015,,,,,Foreign
Iowa,86,SF237,02/16/2015,,,,,,,Foreign
Iowa,86,SF231,02/12/2015,,,,,,,"Immigration, Alien"
Iowa,86,SF207,02/10/2015,,,,,,,Border
Iowa,86,SF397,03/05/2015,,03/24/2015,,,,,Foreign
Iowa,86,SF389,03/04/2015,,,,,,,"Citizenship, Alien"
Iowa,86,SF387,03/04/2015,,,,,,,Foreign
Iowa,86,SF373,03/03/2015,,,,03/23/2015,,,"Visa, Border, Foreign"
Iowa,86,SF372,03/03/2015,,,,,,,Border
Iowa,86,SF346,03/02/2015,,03/25/2015,,,,,Foreign
Iowa,86,SF332,02/26/2015,,03/19/2015,,03/19/2015,,,"Immigration, Citizenship"
Iowa,86,SF327,02/26/2015,,,,,,,Border
Iowa,86,SF490,04/15/2015,,,,,,,Visa
Iowa,86,SF481,03/25/2015,,,,,,,Foreign
Iowa,86,SF425,03/09/2015,,,,,,,"Immigration, Citizenship, Alien"
Iowa,86,SF417,03/05/2015,,,,,,,Citizenship
Iowa,86,HSB85,,,,,,,,Foreign
Iowa,86,HSB83,,,,,,,,Foreign
Iowa,86,HSB72,,,,,,,,Foreign
Iowa,86,HSB66,,,,,,,,Foreign
Iowa,86,HSB62,,,,,,,,Immigration
Iowa,86,HSB52,,,,,,,,Foreign
Iowa,86,HSB51,,,,,,,,Foreign
Iowa,86,HSB20,,,,,,,,Foreign
Iowa,86,HSB193,,,,,,,,"Visa, Border, Foreign"
Iowa,86,HSB160,,,,,,,,Border
Iowa,86,HSB158,,,,,,,,Border
Iowa,86,HSB151,,,,,,,,"Citizenship, Alien, Visa, Foreign"
Iowa,86,HSB141,,,,,,,,Foreign
Iowa,86,HSB140,,,,,,,,Foreign
Iowa,86,HSB139,,,,,,,,Foreign
Iowa,86,HSB126,,,,,,,,Foreign
Iowa,86,HSB105,,,,,,,,Citizenship
Iowa,86,HSB247,,,,,,,,Migrant
Iowa,86,HSB222,,,,,,,,Foreign
Iowa,86,HSB201,,,,,,,,"Immigration, Citizenship, Alien"
Iowa,86,HSB598,,,,,,,,Foreign
Iowa,86,HSB596,,,,,,,,Foreign
Iowa,86,HSB593,,,,,,,,Foreign
Iowa,86,HSB561,,,,,,,,Foreign
Iowa,86,HSB558,,,,,,,,"Immigration, Citizenship"
Iowa,86,HSB557,,,,,,,,Visa
Iowa,86,HSB554,,,,,,,,Foreign
Iowa,86,HSB553,,,,,,,,Alien
Iowa,86,HSB547,,,,,,,,Alien
Iowa,86,HSB525,,,,,,,,Foreign
Iowa,86,HSB632,,,,,,,,Foreign
Iowa,86,HSB620,,,,,,,,Foreign
Iowa,86,HSB616,,,,,,,,"Citizenship, Alien, Border, Foreign"
Iowa,86,HSB615,,,,,,,,Foreign
Iowa,86,HSB614,,,,,,,,Foreign
Iowa,86,HSB608,,,,,,,,Visa
Iowa,87,HF79,01/23/2017,,,,,,,Citizenship
Iowa,87,HF65,01/23/2017,,,,,,,Foreign
Iowa,87,HF62,01/23/2017,,,,,,,Foreign
Iowa,87,HF27,01/18/2017,,,,,,,Citizenship
Iowa,87,HF22,01/17/2017,,,,,,,Immigration
Iowa,87,HF194,02/01/2017,,,,,,,Citizenship
Iowa,87,HF192,02/01/2017,,,,,,,"Citizenship, Foreign"
